Activity database;Activity code;Activity name;Activity unit;Activity type;OPENLCA names;Exchange database;Exchange input;Exchange amount;Exchange unit;Exchange type;Exchange uncertainty type;Exchange loc;Exchange scale;Exchange negative;Ecospold_code_OPENLCA
CCU;CO2_to_FA_hydro [CO2_treatment];CO2_to_FA_hydro [CO2_treatment];kilogram;process;Marginal_mix_CO2_near_term [CO2];CCU;Marginal_mix_CO2_near_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_FA_hydro [CO2_treatment];CO2_to_FA_hydro [CO2_treatment];kilogram;process;market for hydrogen, liquid | hydrogen, liquid | Consequential, U - RER;ecoinvent 3.4 conseq;c17c7e02259d94bf62102a817cbebe03;0.045685279;kilogram;technosphere;2;-3.085979151;0.000001;FALSE;1bd78c58-f93b-3f1a-87c2-c8b567cf8dd8
CCU;CO2_to_FA_hydro [CO2_treatment];CO2_to_FA_hydro [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;0.538071066;kilowatt hour;technosphere;2;-0.619764635;0.000001;FALSE;6ec096f8-cfda-3f30-b6f3-c012c32e6217
CCU;CO2_to_FA_hydro [CO2_treatment];CO2_to_FA_hydro [CO2_treatment];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8;9.173604061;megajoule;technosphere;2;2.216330236;0.000001;FALSE;db95401e-e3f4-3bf0-87b0-10b4843e9931
CCU;CO2_to_FA_hydro [CO2_treatment];CO2_to_FA_hydro [CO2_treatment];kilogram;process;market for formic acid | formic acid | Consequential, U - RER;ecoinvent 3.4 conseq;ea938f994afbd77ddc33c842bf400bdd;-1.015228426;kilogram;technosphere;2;0.015113638;0.000001;TRUE;ad35f968-a7e3-3c23-abfa-aa107c26bc33
CCU;CO2_to_FA_hydro [CO2_treatment];CO2_to_FA_hydro [CO2_treatment];kilogram;process;Carbon dioxide, fossil;biosphere3;349b29d1-3e58-4c66-98b9-9d1a076efd2e;0.029441624;kilogram;biosphere;2;-3.525345811;0.000001;FALSE;349b29d1-3e58-4c66-98b9-9d1a076efd2e
CCU;CO2_to_FT [CO2_treatment];CO2_to_FT [CO2_treatment];kilogram;process;;CCU;CO2_to_FT [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_FT [CO2_treatment];CO2_to_FT [CO2_treatment];kilogram;process;Marginal_mix_CO2_near_term [CO2];CCU;Marginal_mix_CO2_near_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_FT [CO2_treatment];CO2_to_FT [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;1.899801587;kilowatt hour;technosphere;2;0.641749453;0.000001;FALSE;6ec096f8-cfda-3f30-b6f3-c012c32e6217
CCU;CO2_to_FT [CO2_treatment];CO2_to_FT [CO2_treatment];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8;88.58928571;megajoule;technosphere;2;4.484010922;0.000001;FALSE;db95401e-e3f4-3bf0-87b0-10b4843e9931
CCU;CO2_to_FT [CO2_treatment];CO2_to_FT [CO2_treatment];kilogram;process;market for water, ultrapure | water, ultrapure | Consequential, U - GLO;ecoinvent 3.4 conseq;a4ba1e68fcbf8f0456104e3e293e4375;2.392857143;kilogram;technosphere;2;0.872488109;0.000001;FALSE;c8fbe453-1117-3390-adbb-a8d77a42ce0e
CCU;CO2_to_FT [CO2_treatment];CO2_to_FT [CO2_treatment];kilogram;process;market for kerosene | kerosene | Consequential, U - Europe without Switzerland;ecoinvent 3.4 conseq;57675533f86120bfe21625d88d57eae5;-0.146446429;kilogram;technosphere;2;-1.921095593;0.000001;TRUE;ffcb5b23-240b-3b15-9766-cfbe00931d3c
CCU;CO2_to_FT [CO2_treatment];CO2_to_FT [CO2_treatment];kilogram;process;market for naphtha | naphtha | Consequential, U - RER;ecoinvent 3.4 conseq;314b7e873f731f0acf04d56b3632a70b;-0.114964286;kilogram;technosphere;2;-2.163133758;0.000001;TRUE;97f0b5f9-7e6b-323b-9c01-1230de1ca03f
CCU;CO2_to_DMM [CO2_treatment];CO2_to_DMM [CO2_treatment];kilogram;process;;CCU;CO2_to_DMM [CO2_treatment];1;kilogram;production;;;;;
CCU;CO2_to_DMM [CO2_treatment];CO2_to_DMM [CO2_treatment];kilogram;process;Marginal_mix_CO2_near_term [CO2];CCU;Marginal_mix_CO2_near_term [CO2];1;kilogram;technosphere;2;0;0.000001;FALSE;
CCU;CO2_to_DMM [CO2_treatment];CO2_to_DMM [CO2_treatment];kilogram;process;market for hydrogen, liquid | hydrogen, liquid | Consequential, U - RER;ecoinvent 3.4 conseq;c17c7e02259d94bf62102a817cbebe03;0.124293785;kilogram;technosphere;2;-2.085107279;0.000001;FALSE;1bd78c58-f93b-3f1a-87c2-c8b567cf8dd8
CCU;CO2_to_DMM [CO2_treatment];CO2_to_DMM [CO2_treatment];kilogram;process;market for electricity, high voltage | electricity, high voltage | Consequential, U - DE;ecoinvent 3.4 conseq;30e6266f159ecafc6dddd4ee57f0606c;0.129943503;kilowatt hour;technosphere;2;-2.040655517;0.000001;FALSE;6ec096f8-cfda-3f30-b6f3-c012c32e6217
CCU;CO2_to_DMM [CO2_treatment];CO2_to_DMM [CO2_treatment];kilogram;process;market for heat, from steam, in chemical industry | heat, from steam, in chemical industry | Consequential, U - RER;ecoinvent 3.4 conseq;6171b5f5caedd5e3fa325adbaf8d33c8;4.316384181;megajoule;technosphere;2;1.462418057;0.000001;FALSE;db95401e-e3f4-3bf0-87b0-10b4843e9931
CCU;CO2_to_DMM [CO2_treatment];CO2_to_DMM [CO2_treatment];kilogram;process;market for diesel | diesel | Consequential, U - Europe without Switzerland;ecoinvent 3.4 conseq;c4fb220ba489794aa0fc0089960bf879;-0.309010371;kilogram;technosphere;2;-1.174380439;0.000001;TRUE;fad1d4d4-859e-38cb-a335-e4b9f2238f26
CCU;CO2_to_DMM [CO2_treatment];CO2_to_DMM [CO2_treatment];kilogram;process;Carbon dioxide, fossil;biosphere3;349b29d1-3e58-4c66-98b9-9d1a076efd2e;0.01920904;kilogram;biosphere;2;-3.952374301;0.000001;FALSE;349b29d1-3e58-4c66-98b9-9d1a076efd2e
